Reporting country,Reference period,Item code,Item name,Value,Undertaking type,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
SWEDEN,2021 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.78991,All undertaking types,20250930,116
SWEDEN,2021 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.62479,Life undertakings,20250930,15
SWEDEN,2021 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.87466,Non-Life undertakings,20250930,87
SWEDEN,2021 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),10.43624,Other undertakings,20250930,14
SWEDEN,2021 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.11825,All undertaking types,20250930,116
SWEDEN,2021 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.00981,Life undertakings,20250930,15
SWEDEN,2021 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.9311,Non-Life undertakings,20250930,87
SWEDEN,2021 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),13.84799,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0500,Total available own funds to meet the SCR,4946.84295,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0500,Total available own funds to meet the SCR,26736.697656,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0500,Total available own funds to meet the SCR,61645.177431,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0510,Total available own funds to meet the MCR,4944.259352,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0510,Total available own funds to meet the MCR,26499.066208,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0510,Total available own funds to meet the MCR,61616.473205,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0540,Total eligible own funds to meet the SCR,4946.39393,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0540,Total eligible own funds to meet the SCR,26713.55257,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0540,Total eligible own funds to meet the SCR,61645.177431,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,4835.040043,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,26153.649398,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,61587.451245,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0030,EOF Tier 1 - restricted,109.219309,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0540 - C0030,EOF Tier 1 - restricted,29.02196,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0040,EOF Tier 2,531.411708,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0540 - C0040,EOF Tier 2,0.0,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0050,EOF Tier 3,2.134577,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0540 - C0050,EOF Tier 3,28.491463,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0540 - C0050,EOF Tier 3,28.704226,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0550,Total eligible own funds to meet the MCR,4944.259352,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0550,Total eligible own funds to meet the MCR,26305.322198,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0550,Total eligible own funds to meet the MCR,61616.473205,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0580,SCR,2832.455239,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0580,SCR,12691.933582,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0580,SCR,18555.855521,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0600,MCR,927.990463,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0600,MCR,3707.747856,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0600,MCR,4681.404641,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0620,Ratio of Eligible own funds to SCR,2.73781,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0620,Ratio of Eligible own funds to SCR,1.74633,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0620,Ratio of Eligible own funds to SCR,2.10477,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0620,Ratio of Eligible own funds to SCR,3.32214,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.50213,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.44196,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.68386,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.35513,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.83817,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.65811,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.8639,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.37119,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.12275,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.01091,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.15572,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.80897,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.5832,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.43411,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.5832,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.53094,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.44094,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.64362,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.29467,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.6476,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0640,Ratio of Eligible own funds to MCR,9.96722,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0640,Ratio of Eligible own funds to MCR,5.32792,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0640,Ratio of Eligible own funds to MCR,7.09469,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0640,Ratio of Eligible own funds to MCR,13.16196,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.19452,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.56626,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.25642,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.53363,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.35327,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.09584,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.80211,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.25489,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.7533,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.36205,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.32538,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.77944,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.38024,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),4.93389,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.43395,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.42471,Other undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.47373,All undertaking types,20250930,113
SWEDEN,2022 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.75007,Life undertakings,20250930,14
SWEDEN,2022 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.35279,Non-Life undertakings,20250930,85
SWEDEN,2022 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),14.59041,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0500,Total available own funds to meet the SCR,4544.638458,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0500,Total available own funds to meet the SCR,25967.648981,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0500,Total available own funds to meet the SCR,58046.27841,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0510,Total available own funds to meet the MCR,4540.839397,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0510,Total available own funds to meet the MCR,25733.779533,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0510,Total available own funds to meet the MCR,58015.877852,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0540,Total eligible own funds to meet the SCR,4544.240558,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0540,Total eligible own funds to meet the SCR,25937.419656,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0540,Total eligible own funds to meet the SCR,58046.27841,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,4435.620385,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,25404.841984,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,57987.918859,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0030,EOF Tier 1 - restricted,105.219012,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0540 - C0030,EOF Tier 1 - restricted,27.958993,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0040,EOF Tier 2,513.085234,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0540 - C0040,EOF Tier 2,0.0,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0050,EOF Tier 3,3.401161,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0540 - C0050,EOF Tier 3,19.492439,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0540 - C0050,EOF Tier 3,30.400558,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0550,Total eligible own funds to meet the MCR,4540.839397,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0550,Total eligible own funds to meet the MCR,25545.856074,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0550,Total eligible own funds to meet the MCR,58015.877852,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0580,SCR,2334.412874,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0580,SCR,11305.900028,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0580,SCR,15741.341301,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0600,MCR,784.199962,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0600,MCR,3367.581155,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0600,MCR,4000.054333,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0620,Ratio of Eligible own funds to SCR,3.01303,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0620,Ratio of Eligible own funds to SCR,1.94663,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0620,Ratio of Eligible own funds to SCR,2.29415,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0620,Ratio of Eligible own funds to SCR,3.68751,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.61585,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.56982,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.71555,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.47106,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.87437,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.77516,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.0322,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.6238,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.30157,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.11264,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.32592,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.00945,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.62153,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.49978,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.63384,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.55458,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.59752,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),4.15002,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.39862,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.88623,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0640,Ratio of Eligible own funds to MCR,10.8077,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0640,Ratio of Eligible own funds to MCR,5.79041,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0640,Ratio of Eligible own funds to MCR,7.58582,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0640,Ratio of Eligible own funds to MCR,14.50377,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.23194,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.51245,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.40902,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.91299,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.4424,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),1.88693,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.87614,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.73388,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.93663,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.66755,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.52092,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.35961,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.25049,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.51232,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.45084,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.70204,Other undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.94514,All undertaking types,20250930,114
SWEDEN,2022 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.88422,Life undertakings,20250930,14
SWEDEN,2022 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.9217,Non-Life undertakings,20250930,86
SWEDEN,2022 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),15.54494,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0500,Total available own funds to meet the SCR,4488.399577,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0500,Total available own funds to meet the SCR,25763.836687,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0500,Total available own funds to meet the SCR,56568.69649,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0510,Total available own funds to meet the MCR,4484.449386,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0510,Total available own funds to meet the MCR,25519.513369,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0510,Total available own funds to meet the MCR,56538.176697,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0540,Total eligible own funds to meet the SCR,4487.950293,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0540,Total eligible own funds to meet the SCR,25728.436644,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0540,Total eligible own funds to meet the SCR,56568.69649,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,4380.864752,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,25192.321046,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,56510.651994,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0030,EOF Tier 1 - restricted,103.584634,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0540 - C0030,EOF Tier 1 - restricted,27.524703,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0040,EOF Tier 2,513.250898,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0540 - C0040,EOF Tier 2,0.0,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0050,EOF Tier 3,3.500907,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0540 - C0050,EOF Tier 3,22.8647,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0540 - C0050,EOF Tier 3,30.519793,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0550,Total eligible own funds to meet the MCR,4484.449386,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0550,Total eligible own funds to meet the MCR,25330.929497,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0550,Total eligible own funds to meet the MCR,56538.176697,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0580,SCR,2181.050829,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0580,SCR,10920.253924,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0580,SCR,24334.988932,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0600,MCR,746.333683,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0600,MCR,3262.771537,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0600,MCR,6164.297015,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0620,Ratio of Eligible own funds to SCR,2.31821,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0620,Ratio of Eligible own funds to SCR,2.0577,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0620,Ratio of Eligible own funds to SCR,2.35603,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0620,Ratio of Eligible own funds to SCR,2.32458,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.61537,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.65531,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.64265,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.47001,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.89977,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.79496,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.95262,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.65844,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.2637,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.11923,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.37494,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.03303,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.59719,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.41256,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.62244,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.21518,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.45223,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.40411,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.40348,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.43498,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0640,Ratio of Eligible own funds to MCR,8.48817,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0640,Ratio of Eligible own funds to MCR,6.00864,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0640,Ratio of Eligible own funds to MCR,7.76362,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0640,Ratio of Eligible own funds to MCR,9.17188,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.1145,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.36965,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.44142,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.86883,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.6514,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),1.87664,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.84108,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.44357,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.56188,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.01365,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.55611,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.19112,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.47231,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.08268,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.68281,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.3037,Other undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),10.22499,All undertaking types,20250930,114
SWEDEN,2022 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.33929,Life undertakings,20250930,14
SWEDEN,2022 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),10.26009,Non-Life undertakings,20250930,86
SWEDEN,2022 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.73996,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0500,Total available own funds to meet the SCR,4273.911385,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0500,Total available own funds to meet the SCR,25148.114289,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0500,Total available own funds to meet the SCR,50786.181348,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0510,Total available own funds to meet the MCR,4271.763649,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0510,Total available own funds to meet the MCR,24926.729673,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0510,Total available own funds to meet the MCR,50759.589615,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0540,Total eligible own funds to meet the SCR,4273.54928,Life undertakings,20250930,13
