Reporting country,Reference period,Item code,Item name,Value,Undertaking type,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
CYPRUS,2024 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),4.13692,Other undertakings,20250930,8
CYPRUS,2024 Q2,R0640,Ratio of Eligible own funds to MCR,7.45455,All undertaking types,20250930,33
CYPRUS,2024 Q2,R0640,Ratio of Eligible own funds to MCR,10.98089,Life undertakings,20250930,3
CYPRUS,2024 Q2,R0640,Ratio of Eligible own funds to MCR,6.41037,Non-Life undertakings,20250930,22
CYPRUS,2024 Q2,R0640,Ratio of Eligible own funds to MCR,8.2908,Other undertakings,20250930,8
CYPRUS,2024 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.29931,All undertaking types,20250930,33
CYPRUS,2024 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),7.1961,Life undertakings,20250930,3
CYPRUS,2024 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.19269,Non-Life undertakings,20250930,22
CYPRUS,2024 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.82107,Other undertakings,20250930,8
CYPRUS,2024 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.36427,All undertaking types,20250930,33
CYPRUS,2024 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),7.4599,Life undertakings,20250930,3
CYPRUS,2024 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.19388,Non-Life undertakings,20250930,22
CYPRUS,2024 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.75323,Other undertakings,20250930,8
CYPRUS,2024 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.17595,All undertaking types,20250930,33
CYPRUS,2024 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.89957,Life undertakings,20250930,3
CYPRUS,2024 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.89933,Non-Life undertakings,20250930,22
CYPRUS,2024 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.44293,Other undertakings,20250930,8
CYPRUS,2024 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.02023,All undertaking types,20250930,33
CYPRUS,2024 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),11.18883,Life undertakings,20250930,3
CYPRUS,2024 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.65108,Non-Life undertakings,20250930,22
CYPRUS,2024 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.99373,Other undertakings,20250930,8
CYPRUS,2024 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.8156,All undertaking types,20250930,33
CYPRUS,2024 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),13.16239,Life undertakings,20250930,3
CYPRUS,2024 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.62922,Non-Life undertakings,20250930,22
CYPRUS,2024 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),13.08505,Other undertakings,20250930,8
CYPRUS,2024 Q3,R0500,Total available own funds to meet the SCR,227.305166,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0500,Total available own funds to meet the SCR,811.628699,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0500,Total available own funds to meet the SCR,676.494757,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0510,Total available own funds to meet the MCR,227.305166,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0510,Total available own funds to meet the MCR,783.623381,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0510,Total available own funds to meet the MCR,676.397342,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0540,Total eligible own funds to meet the SCR,227.305166,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0540,Total eligible own funds to meet the SCR,798.082162,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0540,Total eligible own funds to meet the SCR,676.494757,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,227.305166,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,783.623381,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0540 - C0020,EOF Tier 1 - unrestricted,675.600675,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0540 - C0030,EOF Tier 1 - restricted,0.0,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0540 - C0030,EOF Tier 1 - restricted,0.0,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0540 - C0040,EOF Tier 2,14.130702,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0540 - C0040,EOF Tier 2,0.796667,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0540 - C0050,EOF Tier 3,0.0,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0540 - C0050,EOF Tier 3,0.328078,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0540 - C0050,EOF Tier 3,0.097415,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0550,Total eligible own funds to meet the MCR,227.305166,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0550,Total eligible own funds to meet the MCR,783.623381,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0550,Total eligible own funds to meet the MCR,676.397342,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0580,SCR,74.095068,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0580,SCR,289.812308,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0580,SCR,231.491146,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0600,MCR,24.446207,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0600,MCR,123.76608,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0600,MCR,76.194279,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0620,Ratio of Eligible own funds to SCR,2.85839,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0620,Ratio of Eligible own funds to SCR,3.06775,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0620,Ratio of Eligible own funds to SCR,2.75379,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0620,Ratio of Eligible own funds to SCR,2.92234,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.4402,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),2.17491,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.60505,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.32505,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.76334,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.31344,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.74597,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.80294,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.13821,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.9797,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.08822,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.38692,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.53459,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.5863,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.33204,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.55484,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.62436,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.61744,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.85614,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.65497,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0640,Ratio of Eligible own funds to MCR,7.51906,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0640,Ratio of Eligible own funds to MCR,9.29818,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0640,Ratio of Eligible own funds to MCR,6.33149,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0640,Ratio of Eligible own funds to MCR,8.87727,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.30795,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),5.84161,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.19895,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.79377,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.42418,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.72077,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.26737,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.66216,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.28861,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.76974,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.77792,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.93045,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.2092,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.8859,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.62116,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.62107,Other undertakings,20250930,7
CYPRUS,2024 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),10.09818,All undertaking types,20250930,33
CYPRUS,2024 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.68604,Life undertakings,20250930,4
CYPRUS,2024 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.08573,Non-Life undertakings,20250930,22
CYPRUS,2024 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),14.51959,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0500,Total available own funds to meet the SCR,229.36291,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0500,Total available own funds to meet the SCR,851.542536,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0500,Total available own funds to meet the SCR,690.915799,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0510,Total available own funds to meet the MCR,229.36291,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0510,Total available own funds to meet the MCR,822.299745,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0510,Total available own funds to meet the MCR,690.915799,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0540,Total eligible own funds to meet the SCR,229.36291,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0540,Total eligible own funds to meet the SCR,837.817983,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0540,Total eligible own funds to meet the SCR,690.915799,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,229.36291,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,822.299745,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,690.119132,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0540 - C0030,EOF Tier 1 - restricted,0.0,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0540 - C0030,EOF Tier 1 - restricted,0.0,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0540 - C0040,EOF Tier 2,15.320564,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0540 - C0040,EOF Tier 2,0.796667,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0540 - C0050,EOF Tier 3,0.0,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0540 - C0050,EOF Tier 3,0.197675,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0540 - C0050,EOF Tier 3,0.0,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0550,Total eligible own funds to meet the MCR,229.36291,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0550,Total eligible own funds to meet the MCR,822.299745,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0550,Total eligible own funds to meet the MCR,690.915799,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0580,SCR,77.694149,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0580,SCR,300.563274,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0580,SCR,237.783201,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0600,MCR,25.263907,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0600,MCR,128.361412,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0600,MCR,77.871541,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0620,Ratio of Eligible own funds to SCR,2.85386,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0620,Ratio of Eligible own funds to SCR,2.95213,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0620,Ratio of Eligible own funds to SCR,2.78749,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0620,Ratio of Eligible own funds to SCR,2.90565,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.41667,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),2.07365,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.4981,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.3916,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.83684,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),2.28582,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.81416,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.80073,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.155,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.74554,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.0302,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.21532,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.51401,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),3.24023,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.42898,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.6281,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.57644,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.51531,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.87415,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.74644,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0640,Ratio of Eligible own funds to MCR,7.52744,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0640,Ratio of Eligible own funds to MCR,9.07868,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0640,Ratio of Eligible own funds to MCR,6.40613,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0640,Ratio of Eligible own funds to MCR,8.87251,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.36842,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),5.51871,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.20683,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.01377,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.6498,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),6.91371,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.25856,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.70145,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.43058,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.70876,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.78369,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.5406,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.5316,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.49528,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.79046,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.60102,Other undertakings,20250930,7
CYPRUS,2024 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),10.26237,All undertaking types,20250930,33
CYPRUS,2024 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),12.67493,Life undertakings,20250930,4
CYPRUS,2024 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.44469,Non-Life undertakings,20250930,22
CYPRUS,2024 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),14.77978,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0500,Total available own funds to meet the SCR,222.200445,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0500,Total available own funds to meet the SCR,827.595623,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0500,Total available own funds to meet the SCR,690.560558,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0510,Total available own funds to meet the MCR,222.200445,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0510,Total available own funds to meet the MCR,798.028705,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0510,Total available own funds to meet the MCR,690.036899,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0540,Total eligible own funds to meet the SCR,222.200445,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0540,Total eligible own funds to meet the SCR,814.629519,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0540,Total eligible own funds to meet the SCR,690.560557,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,222.200445,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,798.028705,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,689.240233,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0540 - C0030,EOF Tier 1 - restricted,0.0,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0540 - C0030,EOF Tier 1 - restricted,0.0,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0540 - C0040,EOF Tier 2,16.409988,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0540 - C0040,EOF Tier 2,0.796667,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0540 - C0050,EOF Tier 3,0.0,Life undertakings,20250930,4
CYPRUS,2025 Q1,R0540 - C0050,EOF Tier 3,0.190827,Non-Life undertakings,20250930,22
CYPRUS,2025 Q1,R0540 - C0050,EOF Tier 3,0.523658,Other undertakings,20250930,7
CYPRUS,2025 Q1,R0550,Total eligible own funds to meet the MCR,222.200445,Life undertakings,20250930,4
